rideid,startpoint,endpoint,starttime,endtime,vehicleid,subscriptionid,startlockid,endlockid
13417,"(51.213,4.42176)","(51.2043,4.46124)",2019-09-23 17:23:37.000000,2019-09-23 17:37:44.000000,1664,1107,2231,7221
13418,"(51.1722,4.35627)","(51.2297,4.40572)",2019-09-23 17:28:45.000000,2019-09-23 17:49:22.000000,903,40004,7265,605
13419,"(51.2333,4.40311)","(51.1777,4.35008)",2019-09-23 17:24:22.000000,2019-09-23 17:52:48.000000,2690,55601,4089,5974
13422,"(51.2088,4.40834)","(51.2019,4.39835)",2019-09-23 17:23:44.000000,2019-09-23 17:28:48.000000,2601,27991,2045,3357
13424,"(51.2183,4.41409)","(51.2281,4.40573)",2019-09-23 17:19:58.000000,2019-09-23 17:25:14.000000,4132,34627,2497,2939
13425,"(51.2088,4.38734)","(51.2083,4.44595)",2019-09-23 17:23:53.000000,2019-09-23 17:46:09.000000,4001,30737,2015,4848
13426,"(51.2333,4.41391)","(51.2313,4.421)",2019-09-23 17:58:27.000000,2019-09-23 18:01:33.000000,950,43,4075,3257
13427,"(51.2354,4.4271)","(51.2123,4.40364)",2019-09-23 17:29:55.000000,2019-09-23 17:40:27.000000,1556,61269,4218,3140
13428,"(51.2281,4.41173)","(51.2198,4.45487)",2019-09-23 17:43:43.000000,2019-09-23 17:58:24.000000,1881,9815,2806,4474
13429,"(51.2281,4.409)","(51.2186,4.43056)",2019-09-23 17:34:16.000000,2019-09-23 17:40:49.000000,838,7212,2,2522
13430,"(51.226,4.42343)","(51.2221,4.43375)",2019-09-23 17:46:27.000000,2019-09-23 17:49:50.000000,3477,45105,1094,2682
13431,"(51.1851,4.43204)","(51.1893,4.43561)",2019-09-23 17:23:42.000000,2019-09-23 17:25:35.000000,207,48007,5348,5272
13432,"(51.1888,4.45039)","(51.2311,4.41267)",2019-09-23 17:05:11.000000,2019-09-23 17:24:52.000000,515,15301,6376,564
13433,"(51.2297,4.40572)","(51.2422,4.44252)",2019-09-23 17:08:22.000000,2019-09-23 17:24:45.000000,1167,17700,577,4008
13434,"(51.1837,4.35302)","(51.1825,4.34811)",2019-09-23 17:42:20.000000,2019-09-23 17:44:21.000000,1086,31784,6457,5942
13435,"(51.2155,4.42551)","(51.2217,4.42071)",2019-09-23 17:31:25.000000,2019-09-23 17:33:53.000000,1371,19344,1077,2664
13436,"(51.1999,4.41879)","(51.1999,4.41879)",2019-09-23 17:18:56.000000,2019-09-23 17:18:56.000000,1685,30784,1726,1719
13437,"(51.2058,4.39879)","(51.1893,4.43561)",2019-09-23 17:21:15.000000,2019-09-23 17:35:29.000000,1776,34487,1441,5270
13438,"(51.2032,4.42845)","(51.2354,4.4271)",2019-09-23 17:12:20.000000,2019-09-23 17:22:22.000000,3501,72925,1847,4204
13440,"(51.2153,4.41198)","(51.1941,4.39304)",2019-09-23 17:38:39.000000,2019-09-23 17:49:10.000000,2743,3968,2317,6249
13441,"(51.2099,4.39098)","(51.2241,4.43214)",2019-09-23 17:36:55.000000,2019-09-23 17:52:55.000000,783,41626,2097,241
13442,"(51.2318,4.42699)","(51.1926,4.42151)",2019-09-23 17:48:17.000000,2019-09-23 17:59:35.000000,3653,68887,3065,1571
13444,"(51.1735,4.35219)","(51.1984,4.4022)",2019-09-23 17:49:03.000000,2019-09-23 18:08:12.000000,537,48535,6059,1423
13445,"(51.2171,4.39924)","(51.2352,4.38685)",2019-09-23 17:23:51.000000,2019-09-23 17:30:03.000000,1390,47780,2440,449
13446,"(51.2206,4.38648)","(51.2204,4.37858)",2019-09-23 17:18:31.000000,2019-09-23 17:22:04.000000,3444,6331,370,967
13448,"(51.1979,4.42541)","(51.228,4.41899)",2019-09-23 17:59:02.000000,2019-09-23 18:08:24.000000,3863,6171,1238,777
13449,"(51.2281,4.40573)","(51.1933,4.43703)",2019-09-23 17:16:58.000000,2019-09-23 17:32:51.000000,4132,3532,2939,5155
13450,"(51.2078,4.46528)","(51.2261,4.42638)",2019-09-23 17:47:29.000000,2019-09-23 18:04:50.000000,3557,60393,4775,6560
13451,"(51.1771,4.39972)","(51.2291,4.42473)",2019-09-23 17:34:38.000000,2019-09-23 17:53:21.000000,889,64124,5683,2980
13452,"(51.2047,4.39625)","(51.1906,4.38893)",2019-09-23 17:27:55.000000,2019-09-23 17:33:42.000000,233,2364,126,6275
13453,"(51.2134,4.45347)","(51.216,4.43997)",2019-09-23 17:40:27.000000,2019-09-23 17:45:22.000000,5665,19930,4669,1331
13456,"(51.1938,4.40228)","(51.1672,4.35344)",2019-09-23 17:14:47.000000,2019-09-23 17:34:56.000000,1885,39257,3193,6744
13457,"(51.2177,4.42062)","(51.2216,4.40268)",2019-09-23 17:22:31.000000,2019-09-23 17:27:50.000000,5714,26846,2457,2641
13458,"(51.219,4.40405)","(51.2184,4.38558)",2019-09-23 17:22:37.000000,2019-09-23 17:27:47.000000,747,11300,56,309
13459,"(51.2176,4.48212)","(51.2058,4.39879)",2019-09-23 17:28:50.000000,2019-09-23 17:53:24.000000,1848,74855,4618,1455
13461,"(51.2273,4.4307)","(51.2288,4.47866)",2019-09-23 17:56:19.000000,2019-09-23 18:13:39.000000,2640,50129,1551,4404
13462,"(51.21,4.42741)","(51.2033,4.3889)",2019-09-23 17:43:48.000000,2019-09-23 17:55:36.000000,1176,9219,222,3455
13463,"(51.2536,4.4232)","(51.2445,4.42309)",2019-09-23 17:49:06.000000,2019-09-23 17:52:16.000000,3621,37472,3495,3617
13464,"(51.2047,4.38766)","(51.2104,4.45252)",2019-09-23 17:41:58.000000,2019-09-23 18:02:50.000000,1698,26358,1918,4697
13465,"(51.2036,4.42548)","(51.2033,4.3889)",2019-09-23 17:24:47.000000,2019-09-23 17:38:04.000000,865,57830,6577,3425
13466,"(51.2099,4.42248)","(51.1692,4.36344)",2019-09-23 17:09:49.000000,2019-09-23 17:33:53.000000,1631,18534,200,6806
13468,"(51.2142,4.4162)","(51.2046,4.41057)",2019-09-23 17:59:41.000000,2019-09-23 18:03:20.000000,1152,60393,2334,1890
13469,"(51.24,4.43371)","(51.2299,4.43167)",2019-09-23 17:47:36.000000,2019-09-23 17:50:30.000000,1713,37690,6523,3105
13470,"(51.2155,4.42551)","(51.216,4.43997)",2019-09-23 17:06:30.000000,2019-09-23 17:11:37.000000,3702,68862,1068,1316
13471,"(51.2191,4.3949)","(51.1876,4.4351)",2019-09-23 17:19:28.000000,2019-09-23 17:33:15.000000,5359,25102,2559,5303
13472,"(51.2217,4.42071)","(51.2099,4.42248)",2019-09-23 17:53:18.000000,2019-09-23 17:56:39.000000,1371,11116,2664,209
13473,"(51.2261,4.42638)","(51.2228,4.42426)",2019-09-23 17:08:58.000000,2019-09-23 17:10:08.000000,3557,36930,6560,2713
13474,"(51.1925,4.42158)","(51.2276,4.43921)",2019-09-23 17:17:47.000000,2019-09-23 17:32:36.000000,1241,23258,3336,261
13475,"(51.2033,4.3889)","(51.2123,4.40364)",2019-09-23 17:21:38.000000,2019-09-23 17:28:35.000000,865,16233,3425,3144
13476,"(51.2512,4.4373)","(51.1999,4.41879)",2019-09-23 17:31:24.000000,2019-09-23 17:46:35.000000,1165,27094,3779,1712
13477,"(51.1709,4.34944)","(51.1709,4.34944)",2019-09-23 17:10:22.000000,2019-09-23 17:10:22.000000,4012,,6720,6720
13480,"(51.2191,4.3949)","(51.2008,4.39808)",2019-09-23 17:49:53.000000,2019-09-23 17:55:43.000000,1094,49088,2571,1148
13481,"(51.2215,4.40869)","(51.226,4.42343)",2019-09-23 17:03:06.000000,2019-09-23 17:09:43.000000,3565,54683,1378,1098
13482,"(51.2034,4.39221)","(51.2231,4.38624)",2019-09-23 17:56:12.000000,2019-09-23 18:02:30.000000,329,70537,1870,405
13483,"(51.2224,4.43004)","(51.2297,4.40572)",2019-09-23 17:56:49.000000,2019-09-23 18:05:21.000000,5697,8339,763,595
13484,"(51.2299,4.41942)","(51.2019,4.39835)",2019-09-23 17:41:39.000000,2019-09-23 17:57:10.000000,152,3226,3009,3376
13485,"(51.228,4.40221)","(51.24,4.43371)",2019-09-23 17:14:40.000000,2019-09-23 17:25:30.000000,2549,33713,2881,6504
13486,"(51.1955,4.41913)","(51.2186,4.43056)",2019-09-23 17:55:13.000000,2019-09-23 18:03:30.000000,200,2145,1255,2531
13487,"(51.213,4.42176)","(51.2305,4.40769)",2019-09-23 17:43:13.000000,2019-09-23 17:49:14.000000,740,7529,2236,4191
13488,"(51.2297,4.40572)","(51.2191,4.3949)",2019-09-23 17:29:36.000000,2019-09-23 17:34:17.000000,5767,18171,582,2568
13489,"(51.1985,4.39071)","(51.1803,4.38105)",2019-09-23 17:22:52.000000,2019-09-23 17:31:42.000000,1238,58697,1696,5855
13490,"(51.2281,4.409)","(51.1994,4.39013)",2019-09-23 17:47:18.000000,2019-09-23 17:58:29.000000,1183,31766,6,150
13491,"(51.2229,4.40622)","(51.2221,4.41835)",2019-09-23 17:48:34.000000,2019-09-23 17:52:49.000000,1968,22815,1121,2607
13492,"(51.1885,4.3727)","(51.1938,4.40228)",2019-09-23 17:48:22.000000,2019-09-23 17:59:14.000000,1058,30080,6121,3183
13493,"(51.2313,4.421)","(51.2288,4.47866)",2019-09-23 17:28:54.000000,2019-09-23 17:48:49.000000,950,38209,3257,4400
13494,"(51.204,4.45209)","(51.2354,4.4271)",2019-09-23 17:58:12.000000,2019-09-23 18:09:35.000000,40,39496,4973,4230
13495,"(51.2422,4.44252)","(51.2038,4.42077)",2019-09-23 17:43:40.000000,2019-09-23 17:57:08.000000,5308,74443,4007,1393
13496,"(51.2062,4.38336)","(51.2259,4.4708)",2019-09-23 17:43:45.000000,2019-09-23 18:11:34.000000,4126,8251,7513,7252
13497,"(51.2177,4.42062)","(51.1941,4.39304)",2019-09-23 17:58:42.000000,2019-09-23 18:12:21.000000,635,75954,2451,6245
13498,"(51.2155,4.42551)","(51.2273,4.4307)",2019-09-23 17:54:27.000000,2019-09-23 17:57:57.000000,5516,2276,1078,1566
13499,"(51.1771,4.39972)","(51.1705,4.39471)",2019-09-23 17:43:49.000000,2019-09-23 17:47:01.000000,1743,19550,5681,5582
13500,"(51.2134,4.45347)","(51.2145,4.44373)",2019-09-23 17:27:20.000000,2019-09-23 17:30:02.000000,3954,52842,4652,3055
13501,"(51.2148,4.39632)","(51.2103,4.39686)",2019-09-23 17:54:41.000000,2019-09-23 17:56:17.000000,1564,55470,2347,917
13502,"(51.2191,4.3949)","(51.2176,4.48212)",2019-09-23 17:43:26.000000,2019-09-23 18:13:02.000000,3812,35835,2560,4643
13503,"(51.2182,4.41238)","(51.2294,4.41127)",2019-09-23 17:05:05.000000,2019-09-23 17:09:15.000000,1488,40269,42,3006
13504,"(51.1984,4.4022)","(51.1836,4.39404)",2019-09-23 17:12:50.000000,2019-09-23 17:19:25.000000,3585,60563,1434,5668
13506,"(51.2088,4.38734)","(51.204,4.45209)",2019-09-23 17:51:18.000000,2019-09-23 18:10:43.000000,1285,19161,2005,4985
13507,"(51.1971,4.4103)","(51.1721,4.33814)",2019-09-23 17:37:06.000000,2019-09-23 17:58:18.000000,5755,11300,1660,6672
13508,"(51.2012,4.40224)","(51.2069,4.43013)",2019-09-23 17:58:56.000000,2019-09-23 18:08:42.000000,2703,953,1786,1210
13509,"(51.1994,4.39013)","(51.1926,4.42151)",2019-09-23 17:26:53.000000,2019-09-23 17:40:42.000000,2774,16859,132,1569
13510,"(51.2186,4.43056)","(51.2018,4.40607)",2019-09-23 17:24:47.000000,2019-09-23 17:35:29.000000,200,11233,2531,1803
13511,"(51.2318,4.42699)","(51.2545,4.45469)",2019-09-23 17:02:33.000000,2019-09-23 17:12:50.000000,1350,74988,3073,3667
13512,"(51.2119,4.39894)","(51.2036,4.41518)",2019-09-23 17:54:54.000000,2019-09-23 18:00:45.000000,5428,57926,2185,838
13513,"(51.2036,4.42548)","(51.2171,4.39924)",2019-09-23 17:59:51.000000,2019-09-23 18:09:46.000000,1813,39884,6573,2444
13514,"(51.2135,4.40496)","(51.2313,4.421)",2019-09-23 17:06:18.000000,2019-09-23 17:13:17.000000,2615,59091,2264,3227
13515,"(51.1749,4.35996)","(51.228,4.40221)",2019-09-23 17:20:08.000000,2019-09-23 17:44:53.000000,1729,44745,7065,2874
13516,"(51.1968,4.39632)","(51.2187,4.40066)",2019-09-23 17:18:26.000000,2019-09-23 17:28:24.000000,4148,1878,749,80
13517,"(51.2272,4.42228)","(51.2045,4.40477)",2019-09-23 17:48:47.000000,2019-09-23 18:01:05.000000,550,29355,1542,1904
13518,"(51.1999,4.41879)","(51.1951,4.41752)",2019-09-23 17:51:54.000000,2019-09-23 17:53:29.000000,574,53663,1718,1639
13519,"(51.2043,4.46124)","(51.2043,4.46124)",2019-09-23 17:04:56.000000,2019-09-23 17:04:56.000000,1073,,7203,7203
13520,"(51.2135,4.40496)","(51.2182,4.41238)",2019-09-23 17:33:24.000000,2019-09-23 17:36:36.000000,5267,27242,2263,37
13521,"(51.2292,4.46201)","(51.2033,4.3889)",2019-09-23 17:29:05.000000,2019-09-23 17:53:31.000000,3928,77326,4307,3428
13522,"(51.2288,4.47866)","(51.2354,4.4271)",2019-09-23 17:57:55.000000,2019-09-23 18:16:46.000000,1987,12535,4375,4224
13523,"(51.1941,4.39304)","(51.2216,4.4005)",2019-09-23 17:33:57.000000,2019-09-23 17:41:59.000000,84,22995,6262,627
13524,"(51.1938,4.40228)","(51.1749,4.35996)",2019-09-23 17:53:46.000000,2019-09-23 18:07:02.000000,3628,64680,3190,7049
13525,"(51.1758,4.41283)","(51.2032,4.42845)",2019-09-23 17:56:55.000000,2019-09-23 18:09:01.000000,1597,25409,5552,1852
13526,"(51.2134,4.41328)","(51.2229,4.40622)",2019-09-23 17:52:24.000000,2019-09-23 17:57:06.000000,1270,45324,1468,1128
13527,"(51.1859,4.42338)","(51.2216,4.4005)",2019-09-23 17:13:34.000000,2019-09-23 17:25:45.000000,3648,75744,5399,617
13528,"(51.2011,4.439)","(51.2011,4.439)",2019-09-23 17:37:37.000000,2019-09-23 17:37:37.000000,818,,4965,4965
13529,"(51.2038,4.42077)","(51.1888,4.45039)",2019-09-23 17:03:27.000000,2019-09-23 17:16:26.000000,1215,27166,1395,6396
13530,"(51.2134,4.41328)","(51.206,4.44926)",2019-09-23 17:02:27.000000,2019-09-23 17:15:31.000000,1467,41668,1460,4892
13531,"(51.2036,4.41518)","(51.2182,4.40617)",2019-09-23 17:06:23.000000,2019-09-23 17:11:02.000000,5428,74322,838,2468
13532,"(51.1831,4.42431)","(51.209,4.43266)",2019-09-23 17:40:19.000000,2019-09-23 17:49:54.000000,305,59493,5472,2056
13533,"(51.2082,4.42433)","(51.1951,4.41752)",2019-09-23 17:04:08.000000,2019-09-23 17:10:22.000000,653,46688,1990,1651
13534,"(51.216,4.44568)","(51.2054,4.41352)",2019-09-23 17:38:48.000000,2019-09-23 17:48:30.000000,3681,29931,3293,1420
13536,"(51.2269,4.40543)","(51.2034,4.39221)",2019-09-23 17:39:50.000000,2019-09-23 17:48:03.000000,2621,4427,2924,1867
13537,"(51.228,4.41899)","(51.1744,4.40334)",2019-09-23 17:18:22.000000,2019-09-23 17:38:33.000000,1863,66670,801,5617
13538,"(51.2237,4.40297)","(51.1705,4.39471)",2019-09-23 17:40:56.000000,2019-09-23 17:58:24.000000,1531,59732,699,5574
13539,"(51.219,4.40405)","(51.1748,4.34418)",2019-09-23 17:28:54.000000,2019-09-23 17:59:26.000000,897,47680,60,6776
13540,"(51.2297,4.40572)","(51.2314,4.40357)",2019-09-23 17:46:24.000000,2019-09-23 17:47:12.000000,903,34290,605,527
13541,"(51.2047,4.39625)","(51.2318,4.42699)",2019-09-23 17:59:20.000000,2019-09-23 18:12:52.000000,1689,36893,110,3066
13542,"(51.2142,4.4162)","(51.2261,4.42638)",2019-09-23 17:04:11.000000,2019-09-23 17:09:58.000000,5707,34806,2324,6566
13543,"(51.2155,4.42551)","(51.2176,4.48212)",2019-09-23 17:49:29.000000,2019-09-23 18:10:55.000000,2593,36250,1046,4621
13544,"(51.2101,4.41739)","(51.2191,4.44437)",2019-09-23 17:45:52.000000,2019-09-23 17:53:59.000000,1765,40542,2118,3266
13545,"(51.2045,4.40477)","(51.2269,4.40543)",2019-09-23 17:44:05.000000,2019-09-23 17:54:03.000000,435,30214,1898,2933
13546,"(51.1825,4.34811)","(51.1722,4.35627)",2019-09-23 17:25:09.000000,2019-09-23 17:30:10.000000,5382,19436,5945,7263
13547,"(51.2354,4.4271)","(51.2216,4.40268)",2019-09-23 17:02:39.000000,2019-09-23 17:12:45.000000,40,68855,4230,2629
13549,"(51.2078,4.39439)","(51.2536,4.46369)",2019-09-23 17:26:44.000000,2019-09-23 17:59:04.000000,994,49239,1971,3650
13550,"(51.2211,4.39678)","(51.1837,4.35302)",2019-09-23 17:25:02.000000,2019-09-23 17:42:14.000000,3401,51711,2612,6457
13551,"(51.2276,4.43921)","(51.2036,4.41518)",2019-09-23 17:56:24.000000,2019-09-23 18:06:52.000000,946,20062,264,837
13552,"(51.2092,4.40293)","(51.2192,4.46007)",2019-09-23 17:51:38.000000,2019-09-23 18:10:05.000000,3974,28019,2080,4518
13553,"(51.1994,4.39013)","(51.2261,4.42638)",2019-09-23 17:18:24.000000,2019-09-23 17:36:14.000000,3998,44094,161,6569
13554,"(51.2038,4.44423)","(51.2158,4.40314)",2019-09-23 17:58:06.000000,2019-09-23 18:09:29.000000,1613,26396,4928,2380
13555,"(51.2211,4.39678)","(51.1938,4.41224)",2019-09-23 17:54:12.000000,2019-09-23 18:08:10.000000,595,21071,2614,1631
13556,"(51.2047,4.38766)","(51.2099,4.39098)",2019-09-23 17:50:40.000000,2019-09-23 17:53:12.000000,1130,47601,1925,2104
13557,"(51.2191,4.3949)","(51.1926,4.42151)",2019-09-23 17:59:42.000000,2019-09-23 18:10:34.000000,1839,19090,2578,1581
13558,"(51.2281,4.40573)","(51.2261,4.42638)",2019-09-23 17:52:06.000000,2019-09-23 18:01:32.000000,791,52558,2960,6561
13559,"(51.1887,4.3977)","(51.2229,4.40622)",2019-09-23 17:31:12.000000,2019-09-23 17:44:20.000000,3534,29132,6345,1134
13560,"(51.2058,4.41837)","(51.2055,4.39933)",2019-09-23 17:58:19.000000,2019-09-23 18:06:51.000000,1551,32262,185,3395
13561,"(51.2276,4.43921)","(51.1771,4.39972)",2019-09-23 17:37:52.000000,2019-09-23 17:55:45.000000,3520,21103,254,5681
13562,"(51.2182,4.41238)","(51.1762,4.3677)",2019-09-23 17:49:28.000000,2019-09-23 18:16:53.000000,5267,41585,37,6099
13563,"(51.1682,4.39444)","(51.1682,4.39444)",2019-09-23 17:46:07.000000,2019-09-23 17:46:07.000000,1841,,5725,5725
13564,"(51.2018,4.40607)","(51.2171,4.40888)",2019-09-23 17:31:18.000000,2019-09-23 17:35:39.000000,4131,599,1817,2413
13565,"(51.1886,4.42959)","(51.213,4.42176)",2019-09-23 17:12:06.000000,2019-09-23 17:21:35.000000,1534,45782,5228,2229
13566,"(51.2251,4.41206)","(51.2251,4.46613)",2019-09-23 17:09:27.000000,2019-09-23 17:27:18.000000,1297,38750,2741,4419
13567,"(51.2195,4.41169)","(51.2058,4.39879)",2019-09-23 17:11:09.000000,2019-09-23 17:16:17.000000,5301,12319,166,1451
13568,"(51.2251,4.41206)","(51.1779,4.42308)",2019-09-23 17:48:03.000000,2019-09-23 18:01:04.000000,1306,63476,2752,5529
13569,"(51.2171,4.39924)","(51.2041,4.46765)",2019-09-23 17:16:34.000000,2019-09-23 17:47:29.000000,5484,32286,2448,5077
13570,"(51.2058,4.41837)","(51.2012,4.40224)",2019-09-23 17:11:28.000000,2019-09-23 17:16:03.000000,4030,75144,187,1784
13571,"(51.2183,4.41409)","(51.1971,4.4103)",2019-09-23 17:26:05.000000,2019-09-23 17:34:16.000000,3789,27085,2496,1663
13572,"(51.2171,4.39924)","(51.2241,4.43214)",2019-09-23 17:45:25.000000,2019-09-23 17:57:41.000000,1813,11951,2444,252
13574,"(51.2155,4.42551)","(51.2354,4.4271)",2019-09-23 17:08:26.000000,2019-09-23 17:16:07.000000,684,67476,1076,4212
13575,"(51.2134,4.41328)","(51.2313,4.39162)",2019-09-23 17:53:37.000000,2019-09-23 18:01:30.000000,34,69605,1473,455
13576,"(51.2092,4.40293)","(51.1836,4.39404)",2019-09-23 17:42:14.000000,2019-09-23 17:54:27.000000,1230,40173,2071,5661
13577,"(51.2216,4.40268)","(51.2148,4.39632)",2019-09-23 17:07:35.000000,2019-09-23 17:10:02.000000,40,69616,2629,2349
13578,"(51.1817,4.37203)","(51.2318,4.42699)",2019-09-23 17:46:19.000000,2019-09-23 18:19:33.000000,248,69376,5881,3081
13579,"(51.2281,4.41173)","(51.228,4.41899)",2019-09-23 17:58:26.000000,2019-09-23 18:01:04.000000,621,50920,2811,783
13580,"(51.2448,4.41434)","(51.2402,4.40843)",2019-09-23 17:45:14.000000,2019-09-23 17:47:56.000000,3851,37787,3566,6475
13581,"(51.2041,4.46765)","(51.2269,4.40543)",2019-09-23 17:34:21.000000,2019-09-23 17:54:16.000000,1747,54085,5092,2924
13582,"(51.2145,4.44373)","(51.2083,4.44595)",2019-09-23 17:40:31.000000,2019-09-23 17:42:42.000000,3687,50529,3035,4845
13583,"(51.228,4.41899)","(51.1859,4.42338)",2019-09-23 17:29:05.000000,2019-09-23 17:46:32.000000,5290,58826,778,5403
13584,"(51.2216,4.4005)","(51.2281,4.41173)",2019-09-23 17:55:07.000000,2019-09-23 17:59:25.000000,84,35710,627,2815
13585,"(51.2276,4.43921)","(51.1893,4.43561)",2019-09-23 17:22:58.000000,2019-09-23 17:33:25.000000,618,77138,266,5255
13586,"(51.2195,4.41169)","(51.1719,4.38237)",2019-09-23 17:28:37.000000,2019-09-23 17:50:56.000000,3848,55926,169,6314
13587,"(51.1926,4.42151)","(51.2333,4.41391)",2019-09-23 17:44:55.000000,2019-09-23 17:56:13.000000,843,31960,1570,4065
13588,"(51.2318,4.42699)","(51.2297,4.40572)",2019-09-23 17:31:19.000000,2019-09-23 17:40:28.000000,5586,36285,3062,586
13589,"(51.2187,4.40066)","(51.2141,4.39792)",2019-09-23 17:16:28.000000,2019-09-23 17:18:08.000000,4148,28114,80,826
13590,"(51.2333,4.40311)","(51.1735,4.35219)",2019-09-23 17:41:03.000000,2019-09-23 18:12:24.000000,1674,61327,4095,6041
13592,"(51.2174,4.42002)","(51.2036,4.41518)",2019-09-23 17:24:30.000000,2019-09-23 17:28:53.000000,1935,15847,1352,829
13594,"(51.25,4.4209)","(51.2216,4.40268)",2019-09-23 17:26:44.000000,2019-09-23 17:37:17.000000,2658,32486,3554,2645
13595,"(51.2189,4.4012)","(51.1744,4.40334)",2019-09-23 17:04:43.000000,2019-09-23 17:22:20.000000,1906,49481,1512,5605
13596,"(51.2145,4.44373)","(51.2281,4.40573)",2019-09-23 17:12:50.000000,2019-09-23 17:25:12.000000,318,52941,3059,2945
13597,"(51.2291,4.42473)","(51.2173,4.42017)",2019-09-23 17:23:13.000000,2019-09-23 17:28:53.000000,2712,61116,2973,3219
13598,"(51.2221,4.43375)","(51.2281,4.41173)",2019-09-23 17:04:21.000000,2019-09-23 17:10:30.000000,5357,77125,2671,2810
13599,"(51.2141,4.39792)","(51.1865,4.40427)",2019-09-23 17:07:37.000000,2019-09-23 17:20:32.000000,4130,59678,823,5488
13600,"(51.1968,4.40579)","(51.2221,4.43375)",2019-09-23 17:55:21.000000,2019-09-23 18:09:41.000000,430,8059,681,2680
13601,"(51.2077,4.39846)","(51.2055,4.39933)",2019-09-23 17:16:42.000000,2019-09-23 17:17:25.000000,1425,57423,1960,3418
13602,"(51.1984,4.4022)","(51.2292,4.46783)",2019-09-23 17:32:23.000000,2019-09-23 17:52:36.000000,537,17322,1423,4344
13603,"(51.2259,4.4708)","(51.2198,4.45487)",2019-09-23 17:23:43.000000,2019-09-23 17:29:44.000000,630,38857,7249,4490
13604,"(51.2008,4.39421)","(51.2313,4.41635)",2019-09-23 17:09:51.000000,2019-09-23 17:20:04.000000,773,28025,1733,7505
13605,"(51.2134,4.45347)","(51.2134,4.45347)",2019-09-23 17:25:53.000000,2019-09-23 17:25:53.000000,546,,4646,4646
13606,"(51.2259,4.40086)","(51.2088,4.38734)",2019-09-23 17:35:26.000000,2019-09-23 17:43:56.000000,1181,37783,2833,2017
13607,"(51.1931,4.408)","(51.2141,4.39792)",2019-09-23 17:07:10.000000,2019-09-23 17:15:16.000000,525,35960,1606,817
13608,"(51.183,4.43873)","(51.1975,4.44373)",2019-09-23 17:36:06.000000,2019-09-23 17:41:15.000000,3708,27312,5292,5135
13609,"(51.2043,4.46124)","(51.2142,4.4162)",2019-09-23 17:09:54.000000,2019-09-23 17:30:47.000000,493,13678,7236,2327
13610,"(51.2281,4.41173)","(51.1885,4.39095)",2019-09-23 17:51:53.000000,2019-09-23 18:10:32.000000,5357,60513,2810,6185
13611,"(51.1955,4.44223)","(51.213,4.42164)",2019-09-23 17:07:41.000000,2019-09-23 17:17:55.000000,593,54792,5112,1175
13612,"(51.2008,4.39808)","(51.1836,4.39404)",2019-09-23 17:19:17.000000,2019-09-23 17:25:12.000000,1094,30709,1148,5648
13614,"(51.1985,4.39071)","(51.1772,4.37486)",2019-09-23 17:51:52.000000,2019-09-23 18:00:29.000000,1208,41311,1676,7141
13615,"(51.2088,4.38734)","(51.213,4.42176)",2019-09-23 17:58:27.000000,2019-09-23 18:08:09.000000,5272,8927,2023,2231
13616,"(51.2281,4.40573)","(51.1837,4.35302)",2019-09-23 17:13:34.000000,2019-09-23 17:38:33.000000,318,33246,2945,6449
13617,"(51.1906,4.38893)","(51.1906,4.38893)",2019-09-23 17:49:03.000000,2019-09-23 17:49:03.000000,1429,,6298,6298
13618,"(51.2299,4.43167)","(51.2155,4.42551)",2019-09-23 17:25:07.000000,2019-09-23 17:31:34.000000,949,27259,3099,1049
13619,"(51.2216,4.4005)","(51.2281,4.409)",2019-09-23 17:56:29.000000,2019-09-23 18:01:19.000000,1452,32381,618,2
13620,"(51.2281,4.40573)","(51.1938,4.40228)",2019-09-23 17:16:42.000000,2019-09-23 17:25:53.000000,3641,76606,2936,3198
13621,"(51.2354,4.4271)","(51.2036,4.42548)",2019-09-23 17:29:26.000000,2019-09-23 17:38:00.000000,5537,19673,4217,6578
13622,"(51.2333,4.41391)","(51.2064,4.4583)",2019-09-23 17:31:36.000000,2019-09-23 17:46:51.000000,4054,56079,4058,4819
13623,"(51.2016,4.42358)","(51.2045,4.40477)",2019-09-23 17:08:14.000000,2019-09-23 17:16:50.000000,4003,67694,1012,1891
13624,"(51.2187,4.40066)","(51.1968,4.40579)",2019-09-23 17:35:44.000000,2019-09-23 17:43:44.000000,3441,71352,85,670
13625,"(51.1744,4.40334)","(51.2229,4.40622)",2019-09-23 17:38:09.000000,2019-09-23 17:54:10.000000,3502,9881,5621,1122
13626,"(51.211,4.39035)","(51.2058,4.39879)",2019-09-23 17:51:10.000000,2019-09-23 17:54:05.000000,5459,51530,2140,1447
13627,"(51.2221,4.40467)","(51.2134,4.45347)",2019-09-23 17:33:17.000000,2019-09-23 17:53:57.000000,1437,41399,2688,4666
13628,"(51.1744,4.40334)","(51.2101,4.41739)",2019-09-23 17:45:10.000000,2019-09-23 17:57:24.000000,5657,7518,5631,2121
13629,"(51.2354,4.4271)","(51.213,4.42164)",2019-09-23 17:19:50.000000,2019-09-23 17:29:57.000000,2796,21549,4225,1206
13630,"(51.2189,4.4012)","(51.1771,4.39972)",2019-09-23 17:34:35.000000,2019-09-23 17:49:09.000000,1335,51869,1510,5683
13631,"(51.1968,4.40579)","(51.2064,4.4583)",2019-09-23 17:20:14.000000,2019-09-23 17:36:07.000000,1358,23785,680,4834
