vehicleid,serialnumber,bikelotid,lastmaintenanceon,lockid,position
6135,6135000,11,2023-08-16 09:05:49.000000,,"(51.2174,4.41362)"
6136,6136000,11,2023-03-21 17:47:36.000000,,"(51.2152,4.41186)"
6137,6137000,11,2023-07-13 12:29:15.000000,,"(51.2174,4.41417)"
6138,6138000,11,2023-09-03 13:03:17.000000,,"(51.2207,4.41316)"
6139,6139000,11,2023-07-10 15:56:31.000000,,"(51.2095,4.41332)"
6140,6140000,11,2023-09-15 04:53:56.000000,,"(51.2136,4.41372)"
6141,6141000,11,2023-05-24 14:45:10.000000,,"(51.2182,4.41338)"
6142,6142000,11,2023-09-11 11:24:57.000000,,"(51.2163,4.41796)"
6143,6143000,11,2023-08-02 08:24:27.000000,,"(51.2173,4.41248)"
6144,6144000,11,2023-09-05 13:57:36.000000,,"(51.2174,4.41232)"
6145,6145000,11,2023-07-17 16:36:01.000000,,"(51.2129,4.41439)"
6146,6146000,11,2023-08-17 09:07:31.000000,,"(51.2174,4.41267)"
6147,6147000,11,2023-08-09 19:58:30.000000,,"(51.2171,4.41185)"
6148,6148000,11,2023-09-10 16:28:17.000000,,"(51.2175,4.41406)"
6149,6149000,11,2023-09-12 14:11:01.000000,,"(51.2139,4.4139)"
6150,6150000,11,2023-09-03 12:13:09.000000,,"(51.2145,4.41095)"
6151,6151000,11,2023-08-14 13:35:25.000000,,"(51.2171,4.41193)"
6152,6152000,11,2023-09-13 20:37:04.000000,,"(51.2173,4.41703)"
6153,6153000,11,2023-08-31 09:53:55.000000,,"(51.2176,4.41419)"
6154,6154000,11,2023-08-07 06:53:10.000000,,"(51.2173,4.41328)"
6155,6155000,11,2023-06-17 02:10:10.000000,,"(51.2195,4.41331)"
6156,6156000,11,2023-05-22 18:00:03.000000,,"(51.2168,4.41447)"
6157,6157000,11,2023-06-19 08:32:39.000000,,"(51.2159,4.41314)"
6158,6158000,11,2023-08-22 18:25:26.000000,,"(51.2222,4.41425)"
6159,6159000,11,2023-06-17 20:18:11.000000,,"(51.2189,4.41206)"
6160,6160000,11,2023-07-30 15:12:50.000000,,"(51.2124,4.41501)"
6161,6161000,11,2023-07-24 23:41:49.000000,,"(51.2172,4.41335)"
6162,6162000,11,2023-06-20 19:50:24.000000,,"(51.2191,4.41192)"
6163,6163000,11,2023-06-10 04:09:02.000000,,"(51.2173,4.41346)"
6164,6164000,11,2023-08-24 19:16:28.000000,,"(51.2179,4.41495)"
6165,6165000,11,2023-08-27 17:57:51.000000,,"(51.221,4.4104)"
6166,6166000,11,2023-08-22 22:25:27.000000,,"(51.222,4.41484)"
6167,6167000,11,2023-09-05 09:11:04.000000,,"(51.2171,4.41386)"
6168,6168000,11,2023-08-08 15:11:57.000000,,"(51.219,4.41513)"
6169,6169000,11,2023-08-12 18:49:49.000000,,"(51.2184,4.41366)"
6170,6170000,11,2023-07-04 15:26:22.000000,,"(51.2127,4.41659)"
6171,6171000,11,2023-07-31 18:26:15.000000,,"(51.2169,4.40908)"
6172,6172000,11,2023-09-05 18:39:48.000000,,"(51.2151,4.41344)"
6173,6173000,11,2023-08-27 12:31:12.000000,,"(51.216,4.41618)"
6174,6174000,11,2023-05-27 12:12:33.000000,,"(51.2158,4.41674)"
6175,6175000,11,2023-08-06 15:11:46.000000,,"(51.2163,4.41146)"
6176,6176000,11,2023-08-11 13:38:58.000000,,"(51.2165,4.41774)"
6177,6177000,11,2023-08-09 16:45:15.000000,,"(51.2193,4.41266)"
6178,6178000,11,2023-09-14 12:30:05.000000,,"(51.2179,4.4152)"
6179,6179000,11,2023-08-13 12:33:17.000000,,"(51.216,4.41227)"
6180,6180000,11,2023-09-02 14:13:52.000000,,"(51.2173,4.41374)"
6181,6181000,11,2023-08-08 19:33:52.000000,,"(51.2176,4.4142)"
6182,6182000,11,2023-09-09 12:57:09.000000,,"(51.2157,4.41633)"
6183,6183000,11,2023-09-14 19:42:45.000000,,"(51.2142,4.40503)"
6184,6184000,11,2023-07-06 20:27:30.000000,,"(51.2164,4.4147)"
6185,6185000,11,2023-08-20 08:22:59.000000,,"(51.2172,4.41355)"
6186,6186000,11,2023-09-11 09:12:08.000000,,"(51.2156,4.41135)"
6187,6187000,11,2023-09-01 13:32:59.000000,,"(51.2177,4.41592)"
6188,6188000,11,2023-06-20 18:41:29.000000,,"(51.2156,4.41334)"
6189,6189000,11,2023-09-13 13:14:30.000000,,"(51.2168,4.41388)"
6190,6190000,11,2023-08-05 10:13:15.000000,,"(51.2157,4.41339)"
6191,6191000,11,2023-07-30 13:59:46.000000,,"(51.2168,4.41346)"
6192,6192000,11,2023-06-15 11:55:23.000000,,"(51.2167,4.41376)"
6193,6193000,11,2023-06-12 19:34:39.000000,,"(51.2164,4.41228)"
6194,6194000,11,2023-09-10 21:35:47.000000,,"(51.2158,4.41239)"
6195,6195000,11,2023-07-03 18:30:58.000000,,"(51.2184,4.41532)"
6196,6196000,11,2023-09-04 12:45:28.000000,,"(51.2183,4.41482)"
6197,6197000,11,2023-07-07 13:18:48.000000,,"(51.2195,4.41686)"
6198,6198000,11,2023-08-16 16:41:55.000000,,"(51.2165,4.41252)"
6199,6199000,11,2023-09-01 19:10:11.000000,,"(51.2167,4.4145)"
6200,6200000,11,2023-09-11 15:07:05.000000,,"(51.2192,4.41871)"
6201,6201000,11,2023-07-26 17:20:58.000000,,"(51.2176,4.41548)"
6202,6202000,11,2023-07-12 15:29:47.000000,,"(51.2187,4.41155)"
6203,6203000,11,2023-08-02 19:21:59.000000,,"(51.2172,4.41517)"
6204,6204000,11,2023-09-03 09:01:35.000000,,"(51.2181,4.41612)"
6205,6205000,11,2023-08-29 23:41:16.000000,,"(51.2155,4.41108)"
6206,6206000,11,2023-06-17 18:06:45.000000,,"(51.2189,4.41354)"
6207,6207000,11,2023-07-06 00:47:40.000000,,"(51.2182,4.40949)"
6208,6208000,11,2023-08-24 19:37:34.000000,,"(51.2176,4.41589)"
6209,6209000,11,2023-07-30 17:12:54.000000,,"(51.2178,4.41346)"
6210,6210000,11,2023-08-20 07:42:12.000000,,"(51.2172,4.41097)"
6211,6211000,11,2023-08-16 20:49:22.000000,,"(51.2167,4.41384)"
6212,6212000,11,2023-07-16 09:41:42.000000,,"(51.2134,4.41502)"
6213,6213000,11,2023-09-05 16:08:19.000000,,"(51.2182,4.41092)"
6214,6214000,11,2023-08-24 01:17:57.000000,,"(51.2184,4.413)"
6215,6215000,11,2023-09-12 17:07:00.000000,,"(51.2157,4.41578)"
6216,6216000,11,2023-07-16 19:02:00.000000,,"(51.2186,4.41085)"
6217,6217000,11,2023-08-23 10:41:34.000000,,"(51.2191,4.41476)"
6218,6218000,11,2023-08-06 15:46:41.000000,,"(51.2155,4.41543)"
6219,6219000,11,2023-09-12 11:47:55.000000,,"(51.2202,4.41615)"
6220,6220000,11,2023-09-04 15:46:53.000000,,"(51.2164,4.41082)"
6221,6221000,11,2023-05-15 14:16:29.000000,,"(51.2168,4.41357)"
6222,6222000,11,2023-06-25 16:41:54.000000,,"(51.2221,4.41849)"
6223,6223000,11,2023-08-18 19:00:34.000000,,"(51.2172,4.41332)"
6224,6224000,11,2023-08-11 16:14:12.000000,,"(51.2135,4.41149)"
6225,6225000,11,2023-05-27 16:58:24.000000,,"(51.2172,4.41381)"
6226,6226000,11,2023-08-01 09:00:14.000000,,"(51.2216,4.40884)"
6227,6227000,11,2023-09-03 17:34:56.000000,,"(51.218,4.41639)"
6228,6228000,11,2023-09-12 19:20:47.000000,,"(51.2154,4.41378)"
6229,6229000,11,2023-04-10 13:45:02.000000,,"(51.2185,4.41114)"
6230,6230000,11,2023-08-07 22:48:26.000000,,"(51.2168,4.41156)"
6231,6231000,11,2023-09-10 18:20:21.000000,,"(51.2153,4.41464)"
6232,6232000,11,2023-07-25 07:56:05.000000,,"(51.2184,4.41868)"
6233,6233000,11,2023-03-17 08:28:36.000000,,"(51.2228,4.41829)"
6234,6234000,11,2023-09-07 10:15:52.000000,,"(51.2108,4.41225)"
6235,6235000,11,2023-04-17 18:44:30.000000,,"(51.2166,4.41635)"
6236,6236000,11,2023-09-07 14:33:24.000000,,"(51.2193,4.41332)"
6237,6237000,11,2023-08-23 09:40:12.000000,,"(51.2053,4.4092)"
6238,6238000,11,2023-08-28 20:14:54.000000,,"(51.2116,4.41088)"
6239,6239000,11,2023-08-02 21:14:00.000000,,"(51.2229,4.41332)"
6240,6240000,11,2023-08-29 14:26:46.000000,,"(51.2182,4.41466)"
6241,6241000,11,2023-01-07 20:41:41.000000,,"(51.216,4.41588)"
6242,6242000,11,2023-08-14 17:44:24.000000,,"(51.2176,4.41044)"
6243,6243000,11,2023-08-29 21:06:17.000000,,"(51.2159,4.41306)"
6244,6244000,11,2023-09-12 08:34:05.000000,,"(51.2138,4.41413)"
6245,6245000,11,2023-08-23 10:38:48.000000,,"(51.2176,4.41344)"
6246,6246000,11,2023-08-21 09:22:18.000000,,"(51.2186,4.41375)"
6247,6247000,11,2023-09-11 10:49:43.000000,,"(51.2146,4.4139)"
6248,6248000,11,2023-08-09 19:31:09.000000,,"(51.2191,4.41166)"
6249,6249000,11,2023-08-18 19:35:38.000000,,"(51.2179,4.41338)"
6250,6250000,11,2023-09-12 23:13:59.000000,,"(51.2183,4.41427)"
6251,6251000,11,2023-07-19 15:13:25.000000,,"(51.217,4.41391)"
6252,6252000,11,2023-09-10 13:56:47.000000,,"(51.2175,4.40948)"
6253,6253000,11,2023-08-08 18:15:49.000000,,"(51.2148,4.41097)"
6254,6254000,11,2023-08-25 02:07:44.000000,,"(51.2185,4.41791)"
6255,6255000,11,2023-07-03 21:04:08.000000,,"(51.2174,4.41898)"
6256,6256000,11,2023-09-12 08:37:22.000000,,"(51.2147,4.41531)"
6257,6257000,11,2023-08-23 18:22:41.000000,,"(51.2169,4.41362)"
6258,6258000,11,2023-07-01 17:40:37.000000,,"(51.2174,4.41172)"
6259,6259000,11,2023-08-28 21:19:21.000000,,"(51.2196,4.40866)"
6260,6260000,11,2023-06-14 14:20:11.000000,,"(51.2182,4.41601)"
6261,6261000,11,2023-08-25 00:14:26.000000,,"(51.2174,4.41445)"
6262,6262000,11,2023-07-07 21:10:23.000000,,"(51.2169,4.41608)"
6263,6263000,11,2023-07-11 11:43:36.000000,,"(51.2182,4.41128)"
6264,6264000,11,2023-08-31 19:01:16.000000,,"(51.2166,4.41539)"
6265,6265000,11,2023-03-29 08:23:38.000000,,"(51.2166,4.41352)"
6266,6266000,11,2023-09-04 09:01:34.000000,,"(51.2181,4.41391)"
6267,6267000,11,2023-09-02 08:08:36.000000,,"(51.223,4.41607)"
6268,6268000,11,2023-05-30 10:50:34.000000,,"(51.2162,4.4131)"
6269,6269000,11,2023-08-01 12:26:11.000000,,"(51.2205,4.41307)"
6270,6270000,11,2023-09-02 21:07:37.000000,,"(51.2186,4.41506)"
6271,6271000,11,2023-09-10 18:33:15.000000,,"(51.2151,4.41387)"
6272,6272000,11,2023-07-02 20:41:23.000000,,"(51.2181,4.4132)"
6273,6273000,11,2023-07-06 11:48:21.000000,,"(51.2181,4.41417)"
6274,6274000,11,2023-08-03 14:40:35.000000,,"(51.2233,4.41383)"
6275,6275000,11,2023-08-11 15:41:50.000000,,"(51.2175,4.41093)"
6276,6276000,11,2023-09-02 08:36:24.000000,,"(51.2185,4.41608)"
6277,6277000,11,2023-08-16 06:48:09.000000,,"(51.2171,4.41312)"
6278,6278000,11,2023-08-17 13:53:23.000000,,"(51.2177,4.41579)"
6279,6279000,11,2023-08-09 00:57:16.000000,,"(51.2132,4.41146)"
6280,6280000,11,2023-08-06 15:00:12.000000,,"(51.2183,4.41419)"
6281,6281000,11,2023-07-29 12:48:38.000000,,"(51.2215,4.41504)"
6282,6282000,11,2023-06-25 02:17:45.000000,,"(51.2171,4.41333)"
6283,6283000,11,2023-06-20 15:42:24.000000,,"(51.2157,4.41306)"
6284,6284000,11,2023-09-08 18:16:28.000000,,"(51.2146,4.41081)"
6285,6285000,11,2023-08-28 20:05:03.000000,,"(51.2205,4.41715)"
6286,6286000,11,2023-09-11 00:58:02.000000,,"(51.218,4.41347)"
6287,6287000,11,2023-09-02 11:05:41.000000,,"(51.2174,4.41369)"
6288,6288000,11,2023-09-10 15:31:55.000000,,"(51.2196,4.41116)"
6289,6289000,11,2023-05-27 07:35:03.000000,,"(51.2186,4.4147)"
6290,6290000,11,2023-07-28 17:44:52.000000,,"(51.2164,4.41134)"
6291,6291000,11,2023-09-04 22:26:26.000000,,"(51.214,4.41609)"
6292,6292000,11,2023-06-30 20:34:34.000000,,"(51.2163,4.41313)"
6293,6293000,11,2023-07-16 21:11:57.000000,,"(51.2197,4.41386)"
6294,6294000,11,2023-08-21 16:01:46.000000,,"(51.2162,4.4093)"
6295,6295000,11,2023-06-21 13:19:48.000000,,"(51.2187,4.40842)"
6296,6296000,11,2023-09-04 14:24:09.000000,,"(51.2133,4.41262)"
6297,6297000,11,2023-09-11 18:44:05.000000,,"(51.2186,4.41169)"
6298,6298000,11,2023-08-23 17:34:48.000000,,"(51.2177,4.41446)"
6299,6299000,11,2023-07-01 16:53:43.000000,,"(51.2148,4.40678)"
6300,6300000,11,2023-07-26 19:21:48.000000,,"(51.217,4.41354)"
6301,6301000,11,2023-08-24 10:56:19.000000,,"(51.217,4.41385)"
6302,6302000,11,2023-06-05 10:50:15.000000,,"(51.2157,4.41429)"
6303,6303000,11,2023-07-03 20:30:33.000000,,"(51.2138,4.41425)"
6304,6304000,11,2023-03-04 00:34:32.000000,,"(51.213,4.41462)"
6305,6305000,11,2023-07-30 21:37:54.000000,,"(51.2232,4.41212)"
6306,6306000,11,2023-03-14 18:51:24.000000,,"(51.2198,4.41064)"
6307,6307000,11,2023-05-26 17:09:49.000000,,"(51.221,4.41466)"
6308,6308000,11,2023-07-08 17:08:05.000000,,"(51.2228,4.41242)"
6309,6309000,11,2023-07-31 19:53:16.000000,,"(51.2174,4.41603)"
6310,6310000,11,2023-01-31 07:02:49.000000,,"(51.2133,4.41634)"
6311,6311000,11,2023-08-13 08:39:08.000000,,"(51.2184,4.41334)"
6312,6312000,11,2023-03-25 16:42:51.000000,,"(51.2149,4.41698)"
6313,6313000,11,2023-08-12 12:17:28.000000,,"(51.2152,4.41775)"
6314,6314000,11,2023-08-08 14:52:47.000000,,"(51.2145,4.41368)"
6315,6315000,11,2023-08-28 19:23:09.000000,,"(51.2164,4.41498)"
6316,6316000,11,2023-07-12 16:19:24.000000,,"(51.2162,4.41423)"
6317,6317000,11,2023-05-29 08:52:34.000000,,"(51.215,4.41259)"
6318,6318000,11,2023-09-05 21:07:08.000000,,"(51.2182,4.41015)"
6319,6319000,11,2023-08-29 18:33:39.000000,,"(51.2186,4.41236)"
6320,6320000,11,2023-08-05 23:23:14.000000,,"(51.2111,4.41351)"
6321,6321000,11,2023-07-24 10:24:39.000000,,"(51.2165,4.41507)"
6322,6322000,11,2023-08-29 19:56:45.000000,,"(51.2206,4.41299)"
6323,6323000,11,2023-08-09 19:10:56.000000,,"(51.2176,4.41154)"
6324,6324000,11,2023-07-09 13:18:04.000000,,"(51.2208,4.41321)"
6325,6325000,11,2023-08-22 01:07:29.000000,,"(51.2162,4.41351)"
6326,6326000,11,2023-07-26 17:25:44.000000,,"(51.2203,4.41036)"
6327,6327000,11,2023-07-18 00:33:02.000000,,"(51.2159,4.41679)"
6328,6328000,11,2023-04-26 18:22:16.000000,,"(51.2153,4.41553)"
6329,6329000,11,2023-06-12 08:28:32.000000,,"(51.2218,4.41148)"
6330,6330000,11,2023-05-21 18:48:56.000000,,"(51.2142,4.41331)"
6331,6331000,11,2023-07-24 12:43:28.000000,,"(51.2161,4.41359)"
6332,6332000,11,2023-08-21 09:26:50.000000,,"(51.2155,4.41646)"
6333,6333000,11,2023-09-13 09:51:31.000000,,"(51.2119,4.41639)"
6334,6334000,11,2023-07-30 14:10:26.000000,,"(51.2141,4.41307)"
6335,6335000,11,2023-09-09 10:32:28.000000,,"(51.2216,4.41228)"
6336,6336000,11,2023-06-16 14:57:38.000000,,"(51.2185,4.41482)"
6337,6337000,11,2023-07-23 12:30:44.000000,,"(51.2177,4.41435)"
6338,6338000,11,2023-09-02 15:52:34.000000,,"(51.2156,4.41409)"
6339,6339000,11,2023-08-14 18:26:19.000000,,"(51.2144,4.41711)"
6340,6340000,11,2023-08-25 22:38:03.000000,,"(51.2184,4.41654)"
6341,6341000,11,2023-07-29 15:04:43.000000,,"(51.2176,4.41382)"
6342,6342000,11,2023-08-05 18:25:23.000000,,"(51.2164,4.41465)"
6343,6343000,11,2023-08-13 16:45:01.000000,,"(51.215,4.4127)"
6344,6344000,11,2023-06-18 20:45:22.000000,,"(51.2186,4.41195)"
6345,6345000,11,2023-07-23 12:33:14.000000,,"(51.2123,4.41687)"
6346,6346000,11,2023-08-29 18:05:28.000000,,"(51.2159,4.41284)"
6347,6347000,11,2023-06-05 18:16:56.000000,,"(51.2118,4.41166)"
6348,6348000,11,2023-08-06 17:30:57.000000,,"(51.2182,4.41588)"
6349,6349000,11,2023-09-04 01:00:43.000000,,"(51.2187,4.41485)"
6350,6350000,11,2023-07-25 14:40:02.000000,,"(51.2152,4.40951)"
6351,6351000,11,2023-07-09 16:05:51.000000,,"(51.2183,4.41674)"
6352,6352000,11,2023-07-06 17:59:33.000000,,"(51.2192,4.41223)"
6353,6353000,11,2023-09-04 19:20:26.000000,,"(51.2147,4.41508)"
6354,6354000,11,2023-09-07 11:40:22.000000,,"(51.2135,4.41581)"
6355,6355000,11,2023-09-11 17:14:13.000000,,"(51.2173,4.41403)"
6356,6356000,11,2023-07-23 19:12:00.000000,,"(51.2152,4.41472)"
6357,6357000,11,2023-09-04 01:02:54.000000,,"(51.2169,4.41403)"
6358,6358000,11,2023-08-28 14:39:30.000000,,"(51.2193,4.41507)"
6359,6359000,11,2023-07-31 08:54:46.000000,,"(51.2192,4.41347)"
6360,6360000,11,2023-07-08 18:01:37.000000,,"(51.2174,4.4136)"
6361,6361000,11,2023-03-12 16:01:26.000000,,"(51.2174,4.41457)"
6362,6362000,11,2023-08-23 14:20:51.000000,,"(51.2176,4.41391)"
6363,6363000,11,2023-08-16 15:47:58.000000,,"(51.2108,4.4135)"
6364,6364000,11,2023-06-28 13:08:28.000000,,"(51.2173,4.41371)"
6365,6365000,11,2023-05-03 23:42:23.000000,,"(51.217,4.41243)"
6366,6366000,11,2023-08-20 19:54:43.000000,,"(51.2182,4.41193)"
6367,6367000,11,2023-09-04 20:49:50.000000,,"(51.2241,4.41213)"
6368,6368000,11,2023-08-05 16:23:19.000000,,"(51.223,4.41049)"
6369,6369000,11,2023-01-10 09:32:59.000000,,"(51.2165,4.41162)"
6370,6370000,11,2023-08-07 10:50:24.000000,,"(51.2178,4.4065)"
6371,6371000,12,2023-04-07 10:15:54.000000,,"(51.2181,4.4109)"
6372,6372000,12,2023-08-16 07:30:57.000000,,"(51.2189,4.41278)"
6373,6373000,12,2023-08-31 17:35:25.000000,,"(51.2175,4.40857)"
6374,6374000,12,2023-04-23 20:29:32.000000,,"(51.2176,4.41047)"
6375,6375000,12,2023-07-10 00:02:37.000000,,"(51.2197,4.40883)"
6376,6376000,12,2023-03-09 14:39:42.000000,,"(51.2133,4.41332)"
6377,6377000,12,2023-05-23 22:32:40.000000,,"(51.2113,4.41598)"
6378,6378000,12,2023-06-10 13:21:49.000000,,"(51.2174,4.41345)"
6379,6379000,12,2023-05-09 16:27:29.000000,,"(51.2171,4.4148)"
6380,6380000,12,2023-05-29 19:30:09.000000,,"(51.2234,4.41011)"
6381,6381000,12,2023-07-12 15:06:24.000000,,"(51.2188,4.41158)"
6382,6382000,12,2023-03-23 08:32:43.000000,,"(51.2192,4.41677)"
6383,6383000,12,2023-09-09 16:25:12.000000,,"(51.2156,4.41492)"
6384,6384000,12,2023-08-31 11:31:28.000000,,"(51.2203,4.41524)"
6385,6385000,12,2023-08-30 13:11:31.000000,,"(51.2178,4.41634)"
6386,6386000,12,2023-05-24 14:47:59.000000,,"(51.2205,4.41556)"
6387,6387000,12,2023-07-07 02:59:25.000000,,"(51.2147,4.41347)"
6388,6388000,12,2023-09-07 00:46:31.000000,,"(51.2196,4.41339)"
6389,6389000,12,2023-03-28 18:43:56.000000,,"(51.2186,4.40938)"
6390,6390000,12,2023-09-05 18:05:32.000000,,"(51.2181,4.41579)"
6391,6391000,12,2023-07-15 13:26:39.000000,,"(51.2177,4.41706)"
6392,6392000,12,2023-04-06 19:34:47.000000,,"(51.2138,4.41666)"
6393,6393000,12,2023-09-05 18:48:39.000000,,"(51.2195,4.4115)"
6394,6394000,12,2023-07-01 09:26:41.000000,,"(51.217,4.4139)"
6395,6395000,12,2023-06-19 09:47:34.000000,,"(51.2167,4.41325)"
6396,6396000,12,2023-08-21 08:09:16.000000,,"(51.217,4.41435)"
6397,6397000,12,2023-06-21 14:43:15.000000,,"(51.2181,4.41089)"
6398,6398000,12,2023-05-15 16:08:10.000000,,"(51.2179,4.41446)"
6399,6399000,12,2023-06-11 07:15:01.000000,,"(51.2168,4.41477)"
6400,6400000,12,2023-09-07 17:56:44.000000,,"(51.2179,4.41316)"
6401,6401000,12,2023-03-11 18:47:30.000000,,"(51.2171,4.41379)"
6402,6402000,12,2023-07-03 19:53:16.000000,,"(51.2174,4.41386)"
6403,6403000,12,2023-03-24 22:23:24.000000,,"(51.2173,4.41347)"
6404,6404000,12,2023-05-01 08:38:09.000000,,"(51.216,4.41336)"
6405,6405000,12,2023-06-21 08:17:31.000000,,"(51.2177,4.41546)"
6406,6406000,12,2023-09-15 08:24:22.000000,,"(51.2163,4.41542)"
6407,6407000,12,2023-07-24 19:10:25.000000,,"(51.2155,4.41037)"
6408,6408000,12,2023-08-09 17:52:33.000000,,"(51.2177,4.41615)"
6409,6409000,12,2022-04-30 09:55:15.000000,,"(51.2128,4.41148)"
6410,6410000,12,2023-07-19 09:30:12.000000,,"(51.2207,4.41329)"
6411,6411000,12,2023-09-05 08:48:17.000000,,"(51.2172,4.41316)"
6412,6412000,12,2023-08-07 08:49:13.000000,,"(51.2156,4.42111)"
6413,6413000,12,2023-06-25 09:49:33.000000,,"(51.217,4.41431)"
6414,6414000,12,2023-08-19 13:35:21.000000,,"(51.2189,4.41858)"
6415,6415000,12,2023-08-09 09:02:32.000000,,"(51.2212,4.41576)"
6416,6416000,12,2022-09-06 16:30:04.000000,,"(51.2169,4.42147)"
6417,6417000,12,2023-08-31 17:01:55.000000,,"(51.2146,4.40711)"
6418,6418000,12,2023-02-15 21:48:29.000000,,"(51.2189,4.41378)"
6419,6419000,12,2023-08-13 15:17:55.000000,,"(51.2171,4.41463)"
6420,6420000,12,2022-05-22 19:04:23.000000,,"(51.217,4.41274)"
6421,6421000,12,2023-08-06 23:23:15.000000,,"(51.2151,4.4097)"
6422,6422000,12,2023-05-02 16:31:53.000000,,"(51.221,4.41406)"
6423,6423000,12,2022-12-07 06:36:11.000000,,"(51.217,4.41508)"
6424,6424000,12,2023-05-26 23:24:52.000000,,"(51.218,4.42311)"
6425,6425000,12,2023-05-15 08:10:46.000000,,"(51.221,4.41158)"
6426,6426000,12,2023-04-25 15:49:22.000000,,"(51.2131,4.4143)"
6427,6427000,12,2023-07-11 10:51:59.000000,,"(51.2165,4.4121)"
6428,6428000,12,2023-06-18 07:29:12.000000,,"(51.2198,4.41354)"
6429,6429000,12,2023-09-10 19:10:33.000000,,"(51.2204,4.41274)"
6430,6430000,12,2023-08-10 21:18:16.000000,,"(51.2145,4.40873)"
6431,6431000,12,2023-07-24 19:00:40.000000,,"(51.2169,4.41197)"
6432,6432000,12,2023-08-16 10:58:45.000000,,"(51.213,4.41677)"
6433,6433000,12,2023-08-28 19:36:49.000000,,"(51.2086,4.41524)"
6434,6434000,12,2023-07-21 01:12:48.000000,,"(51.2184,4.41627)"
6435,6435000,12,2023-08-24 08:56:50.000000,,"(51.2157,4.41051)"
6436,6436000,12,2023-08-24 13:08:29.000000,,"(51.2173,4.41894)"
6437,6437000,12,2023-08-16 07:35:39.000000,,"(51.2187,4.41159)"
6438,6438000,12,2023-07-24 08:38:48.000000,,"(51.2166,4.41235)"
6439,6439000,12,2023-08-25 21:22:15.000000,,"(51.2208,4.4147)"
6440,6440000,12,2023-08-27 10:35:17.000000,,"(51.2169,4.41353)"
6441,6441000,12,2023-08-21 17:29:12.000000,,"(51.2184,4.41317)"
6442,6442000,12,2023-07-11 09:07:01.000000,,"(51.217,4.41385)"
6443,6443000,12,2023-06-04 12:30:47.000000,,"(51.217,4.41653)"
6444,6444000,12,2023-05-22 13:58:13.000000,,"(51.209,4.41501)"
6445,6445000,12,2023-07-29 12:51:25.000000,,"(51.2167,4.41483)"
6446,6446000,12,2023-07-02 21:06:15.000000,,"(51.2179,4.4139)"
6447,6447000,12,2022-12-11 00:36:50.000000,,"(51.2191,4.4127)"
6448,6448000,12,2023-06-25 16:58:40.000000,,"(51.2187,4.41261)"
6449,6449000,12,2023-08-18 14:38:04.000000,,"(51.2198,4.4161)"
6450,6450000,12,2023-06-10 08:39:13.000000,,"(51.2182,4.41411)"
6451,6451000,12,2023-07-11 18:05:17.000000,,"(51.219,4.41264)"
6452,6452000,12,2023-08-17 22:31:27.000000,,"(51.2181,4.41423)"
6453,6453000,12,2023-08-11 14:57:09.000000,,"(51.2157,4.40873)"
6454,6454000,12,2023-07-05 08:18:21.000000,,"(51.2175,4.41409)"
6455,6455000,12,2023-06-15 13:21:34.000000,,"(51.2169,4.41395)"
6456,6456000,12,2023-04-18 00:07:30.000000,,"(51.2198,4.41867)"
6457,6457000,12,2023-09-08 08:12:36.000000,,"(51.2177,4.40843)"
6458,6458000,12,2023-07-11 16:27:20.000000,,"(51.2155,4.41195)"
6459,6459000,12,2023-08-14 08:33:02.000000,,"(51.2173,4.4162)"
6460,6460000,12,2022-11-27 21:36:45.000000,,"(51.222,4.4166)"
6461,6461000,12,2023-05-09 20:59:14.000000,,"(51.2139,4.41586)"
6462,6462000,12,2023-07-17 10:57:52.000000,,"(51.2125,4.41283)"
6463,6463000,12,2023-09-04 10:26:10.000000,,"(51.2135,4.4162)"
6464,6464000,12,2023-06-07 18:57:02.000000,,"(51.2188,4.41765)"
6465,6465000,12,2023-05-23 17:14:25.000000,,"(51.2151,4.41652)"
6466,6466000,12,2023-07-31 08:22:26.000000,,"(51.2197,4.41377)"
6467,6467000,12,2023-08-17 18:49:28.000000,,"(51.2179,4.41584)"
6468,6468000,12,2023-09-08 16:40:31.000000,,"(51.2169,4.41341)"
6469,6469000,12,2023-07-04 07:30:54.000000,,"(51.2125,4.41734)"
6470,6470000,12,2023-09-05 09:30:09.000000,,"(51.2181,4.41494)"
6471,6471000,12,2023-08-17 13:12:53.000000,,"(51.2171,4.41111)"
6472,6472000,12,2023-03-11 15:56:11.000000,,"(51.2174,4.41407)"
6473,6473000,12,2023-07-31 09:52:43.000000,,"(51.2212,4.41257)"
6474,6474000,12,2023-09-04 19:17:27.000000,,"(51.2172,4.41293)"
6475,6475000,12,2023-09-13 18:17:44.000000,,"(51.2156,4.41359)"
6476,6476000,12,2023-08-09 12:58:44.000000,,"(51.217,4.41268)"
6477,6477000,12,2023-07-04 12:30:53.000000,,"(51.2157,4.41201)"
6478,6478000,12,2023-04-23 17:17:53.000000,,"(51.2152,4.41247)"
6479,6479000,12,2023-08-06 18:00:12.000000,,"(51.2168,4.41379)"
6480,6480000,12,2023-07-09 20:31:56.000000,,"(51.2145,4.41261)"
6481,6481000,12,2023-07-26 08:42:11.000000,,"(51.2188,4.41459)"
6482,6482000,12,2023-08-22 14:30:33.000000,,"(51.2222,4.41659)"
6483,6483000,12,2023-07-07 21:59:28.000000,,"(51.2186,4.41352)"
6484,6484000,12,2023-07-07 13:38:18.000000,,"(51.21,4.41498)"
